payment_type,payment_txn_id,payment_txn_success,failure_reason
Card,98919,Y, 
Wallet,22294,N,Invalid Card
Internet Banking,57659,Y, 
UPI,96601,Y, 
Card,26522,N,Invalid UPI Account
Internet Banking,24609,Y, 
Internet Banking,23302,Y, 
Wallet,88880,N,Invalid CVV
UPI,67697,Y, 
UPI,22310,Y, 
UPI,11465,Y, 
Internet Banking,22816,Y, 
UPI,46068,Y, 
Internet Banking,93978,Y, 
Wallet,87460,Y, 
Wallet,74509,N,Invalid CVV
Wallet,56962,Y, 
Wallet,68480,Y, 
Internet Banking,12433,Y, 
Internet Banking,31635,N,Invalid CVV
Internet Banking,69257,Y, 
Internet Banking,13903,Y, 
Internet Banking,92584,N,Invalid UPI Account
Wallet,34222,N,Invalid Card
UPI,96549,Y, 
UPI,66992,Y, 
Wallet,50472,N,Invalid Internet Banking Account
Wallet,77764,N,Invalid UPI Account
Wallet,87245,N,Invalid Internet Banking Account
Card,10616,Y, 
Card,13037,N,Invalid UPI Account
Internet Banking,59605,Y, 
UPI,11459,Y, 
Internet Banking,32536,N,Invalid CVV
Card,55625,N,Invalid UPI Account
Card,64403,N,Invalid Card
Internet Banking,32765,Y, 
Wallet,77200,Y, 
Wallet,14177,N,Invalid Card
Wallet,51303,N,Invalid UPI Account
Internet Banking,31569,Y, 
Wallet,61151,N,Invalid CVV
Internet Banking,90872,N,Invalid Internet Banking Account
Wallet,13798,Y, 
Wallet,52110,N,Invalid Card
Card,25181,N,Invalid UPI Account
Card,17031,N,Invalid CVV
Internet Banking,66207,N,Invalid UPI Account
Internet Banking,13484,Y, 
Wallet,13468,N,Invalid CVV
UPI,33417,N,Invalid Card
Card,28987,Y, 
Internet Banking,86772,Y, 
Internet Banking,68148,Y, 
Internet Banking,86465,Y, 
Wallet,83950,N,Invalid Internet Banking Account
Card,77527,N,Invalid Card
UPI,39334,N,Invalid CVV
Card,17641,N,Invalid Card
UPI,65256,Y, 
UPI,58921,N,Invalid CVV
Internet Banking,89002,Y, 
UPI,15274,N,Invalid UPI Account
Wallet,31133,N,Invalid UPI Account
Card,18237,Y, 
Card,55625,Y, 
Internet Banking,90350,N,Invalid Card
Wallet,99153,Y, 
UPI,49804,N,Invalid UPI Account
UPI,58519,Y, 
UPI,95022,N,Invalid Internet Banking Account
UPI,67605,Y, 
UPI,16132,N,Invalid Internet Banking Account
Wallet,76997,Y, 
Card,26892,N,Invalid CVV
Wallet,71750,N,Invalid Card
UPI,72394,Y, 
Card,24753,Y, 
Card,91516,Y, 
Card,25545,Y, 
Wallet,57191,Y, 
Wallet,92204,Y, 
Card,37429,N,Invalid UPI Account
Internet Banking,33777,N,Invalid Internet Banking Account
Wallet,10854,Y, 
Internet Banking,83606,N,Invalid Card
Internet Banking,88970,N,Invalid Card
Internet Banking,78970,N,Invalid Internet Banking Account
Internet Banking,24118,Y, 
Internet Banking,74247,Y, 
Internet Banking,33335,Y, 
UPI,77856,Y, 
Wallet,12006,Y, 
Card,41849,Y, 
Card,47455,Y, 
Card,23122,N,Invalid CVV
Internet Banking,54388,N,Invalid CVV
UPI,79162,N,Invalid Card
Internet Banking,23201,Y, 
UPI,37538,Y, 
UPI,30318,Y, 
UPI,91955,N,Invalid Internet Banking Account
Card,65763,N,Invalid CVV
Wallet,99315,Y, 
Wallet,10599,Y, 
Internet Banking,33826,N,Invalid UPI Account
Internet Banking,82170,N,Invalid CVV
Internet Banking,56711,N,Invalid Internet Banking Account
UPI,64234,N,Invalid Internet Banking Account
Card,79891,N,Invalid UPI Account
Card,38789,N,Invalid CVV
Wallet,82225,N,Invalid Internet Banking Account
Wallet,61720,Y, 
Internet Banking,77771,Y, 
Card,61656,N,Invalid UPI Account
Wallet,50790,Y, 
Internet Banking,38588,N,Invalid Card
Card,88411,N,Invalid Card
Card,83941,N,Invalid Card
Wallet,41525,Y, 
UPI,41366,Y, 
Card,91589,N,Invalid UPI Account
Wallet,91647,Y, 
Card,11160,Y, 
Card,83963,Y, 
Wallet,88635,N,Invalid Internet Banking Account
UPI,12097,Y, 
Card,63690,N,Invalid Internet Banking Account
Internet Banking,91335,Y, 
Wallet,89895,Y, 
Card,78254,N,Invalid Card
Internet Banking,19990,N,Invalid CVV
UPI,95680,N,Invalid UPI Account
Internet Banking,29052,N,Invalid Internet Banking Account
UPI,72685,Y, 
Internet Banking,90464,N,Invalid CVV
Wallet,41934,Y, 
Internet Banking,61789,N,Invalid Internet Banking Account
Internet Banking,84543,Y, 
Internet Banking,15236,N,Invalid UPI Account
Internet Banking,43269,N,Invalid Internet Banking Account
UPI,40564,Y, 
Card,52775,Y, 
Internet Banking,70456,Y, 
Wallet,54459,Y, 
Card,28049,Y, 
UPI,15897,N,Invalid UPI Account
Internet Banking,36948,Y, 
Wallet,95638,Y, 
Card,38477,N,Invalid CVV
Internet Banking,42410,Y, 
Wallet,99292,N,Invalid UPI Account
Internet Banking,83696,N,Invalid CVV
UPI,43496,Y, 
Wallet,54322,N,Invalid UPI Account
UPI,53821,Y, 
UPI,54698,N,Invalid UPI Account
Card,32633,Y, 
UPI,91135,Y, 
UPI,28292,Y, 
Card,46885,N,Invalid Card
UPI,15214,Y, 
UPI,14650,N,Invalid CVV
Card,49377,N,Invalid Internet Banking Account
UPI,45333,N,Invalid CVV
Internet Banking,32901,Y, 
Internet Banking,81601,Y, 
Wallet,98789,Y, 
Internet Banking,88499,N,Invalid Card
Wallet,75730,Y, 
Card,20994,Y, 
UPI,98865,Y, 
UPI,80468,N,Invalid Internet Banking Account
UPI,61758,N,Invalid UPI Account
Card,57317,N,Invalid Internet Banking Account
Internet Banking,12455,N,Invalid Card
UPI,89319,N,Invalid Card
Internet Banking,72586,Y, 
Card,68765,Y, 
Card,40953,Y, 
Internet Banking,87427,N,Invalid Card
Card,12842,Y, 
Wallet,44551,N,Invalid Internet Banking Account
Card,57194,Y, 
Card,99224,N,Invalid Internet Banking Account
Wallet,29289,N,Invalid Internet Banking Account
Wallet,31957,Y, 
Internet Banking,33614,N,Invalid Internet Banking Account
Wallet,23998,Y, 
Internet Banking,42397,N,Invalid Card
UPI,72844,Y, 
Internet Banking,48450,Y, 
UPI,39981,N,Invalid Internet Banking Account
Card,46336,N,Invalid Internet Banking Account
UPI,71953,Y, 
Internet Banking,74749,Y, 
Internet Banking,18960,N,Invalid Internet Banking Account
Card,96684,N,Invalid CVV
Card,97057,Y, 
Card,33434,N,Invalid Card
UPI,90948,Y, 
Internet Banking,11892,Y, 
UPI,43990,N,Invalid UPI Account
Card,39226,Y, 
Card,17954,Y, 
Card,59154,Y, 
UPI,36056,Y, 
Wallet,58286,Y, 
Wallet,60606,Y, 
Card,36663,Y, 
Card,44445,Y, 
Card,14277,N,Invalid Card
Card,95188,Y, 
UPI,47594,N,Invalid Card
UPI,40272,N,Invalid CVV
Internet Banking,41902,Y, 
UPI,53509,Y, 
Wallet,23961,N,Invalid UPI Account
Internet Banking,53769,N,Invalid Card
Card,48368,Y, 
Internet Banking,43018,Y, 
Card,31883,N,Invalid Internet Banking Account
Wallet,62264,N,Invalid CVV
UPI,66627,N,Invalid CVV
Wallet,82884,Y, 
Card,16570,N,Invalid Card
Internet Banking,88612,Y, 
Card,23922,Y, 
Wallet,90606,Y, 
Card,31089,Y, 
Internet Banking,58570,N,Invalid Internet Banking Account
UPI,64263,Y, 
UPI,26285,Y, 
Wallet,69673,N,Invalid Internet Banking Account
UPI,63192,N,Invalid Card
UPI,58575,N,Invalid Card
UPI,23559,N,Invalid UPI Account
Card,82794,Y, 
UPI,74464,Y, 
Internet Banking,17388,N,Invalid Internet Banking Account
Internet Banking,35652,Y, 
Wallet,63715,Y, 
Internet Banking,62626,Y, 
Internet Banking,95214,Y, 
Wallet,92429,N,Invalid Internet Banking Account
UPI,41070,Y, 
UPI,91991,Y, 
Card,75093,Y, 
UPI,87245,N,Invalid UPI Account
Wallet,98279,Y, 
Wallet,79517,Y, 
Internet Banking,86345,Y, 
UPI,76503,Y, 
UPI,68044,Y, 
UPI,68904,Y, 
Card,60705,N,Invalid UPI Account
Card,41253,N,Invalid CVV
UPI,72322,N,Invalid Internet Banking Account
Card,47051,N,Invalid CVV
UPI,14826,N,Invalid Internet Banking Account
Card,89361,N,Invalid Card
Wallet,50643,N,Invalid CVV
Card,24749,Y, 
Card,31346,N,Invalid UPI Account
Wallet,89372,N,Invalid UPI Account
Internet Banking,46913,Y, 
Wallet,81177,N,Invalid UPI Account
Wallet,53969,Y, 
Wallet,42807,N,Invalid Card
Card,89150,N,Invalid Internet Banking Account
Wallet,34395,Y, 
UPI,49789,Y, 
Card,44967,Y, 
UPI,47324,Y, 
Internet Banking,30519,Y, 
Card,57551,Y, 
Wallet,47813,N,Invalid CVV
UPI,75717,Y, 
Card,99988,N,Invalid Card
Card,89813,Y, 
UPI,68039,N,Invalid UPI Account
Internet Banking,42944,Y, 
UPI,26205,Y, 
UPI,44873,N,Invalid UPI Account
Wallet,48418,Y, 
UPI,94539,N,Invalid Internet Banking Account
Card,24338,Y, 
Card,53614,N,Invalid CVV
UPI,62278,N,Invalid CVV
Wallet,59055,N,Invalid CVV
UPI,22757,Y, 
Card,21469,Y, 
UPI,15286,N,Invalid UPI Account
UPI,20837,Y, 
Internet Banking,28119,Y, 
Internet Banking,78855,N,Invalid UPI Account
Card,81983,N,Invalid Internet Banking Account
Internet Banking,25941,N,Invalid UPI Account
Internet Banking,30733,Y, 
UPI,38529,Y, 
UPI,17366,N,Invalid Internet Banking Account
Card,81815,Y, 
Internet Banking,50464,Y, 
Internet Banking,51556,N,Invalid Card
Wallet,87517,N,Invalid Card
Wallet,20439,N,Invalid Internet Banking Account
Wallet,77805,Y, 
Wallet,48749,Y, 
Card,61238,Y, 
Wallet,30806,N,Invalid Internet Banking Account
Internet Banking,53119,N,Invalid UPI Account
Internet Banking,25015,N,Invalid CVV
Internet Banking,22666,Y, 
Wallet,86764,Y, 
Card,53646,Y, 
UPI,40828,Y, 
UPI,52329,Y, 
Card,12130,Y, 
Internet Banking,66066,Y, 
UPI,65072,Y, 
Card,79638,Y, 
Internet Banking,30463,Y, 
Wallet,51393,Y, 
Wallet,32381,N,Invalid UPI Account
Wallet,73595,N,Invalid Card
Internet Banking,24356,Y, 
Wallet,33710,N,Invalid Card
Card,12823,Y, 
UPI,74038,Y, 
Card,91433,Y, 
Internet Banking,51174,Y, 
Card,63264,Y, 
Wallet,95273,Y, 
Wallet,26932,N,Invalid UPI Account
Wallet,40493,N,Invalid UPI Account
Internet Banking,84152,N,Invalid Card
UPI,33180,Y, 
UPI,17432,N,Invalid UPI Account
Internet Banking,16404,N,Invalid Card
Wallet,82514,N,Invalid Internet Banking Account
Card,15997,Y, 
Card,20087,Y, 
UPI,82979,N,Invalid UPI Account
Internet Banking,16524,N,Invalid UPI Account
Internet Banking,24986,Y, 
Internet Banking,12713,N,Invalid Card
Wallet,54772,Y, 
Internet Banking,90571,N,Invalid Internet Banking Account
Card,49949,N,Invalid Card
Internet Banking,27833,Y, 
Wallet,21144,N,Invalid Card
Internet Banking,57584,N,Invalid UPI Account
UPI,26278,Y, 
Card,78976,N,Invalid Internet Banking Account
UPI,93024,N,Invalid CVV
Card,40694,N,Invalid Internet Banking Account
Wallet,89805,Y, 
Internet Banking,22983,Y, 
UPI,18962,Y, 
Internet Banking,42316,N,Invalid Card
Wallet,58055,Y, 
UPI,14083,N,Invalid Internet Banking Account
Card,28116,Y, 
Internet Banking,48044,Y, 
Internet Banking,60633,N,Invalid CVV
Internet Banking,85409,Y, 
Wallet,42203,N,Invalid UPI Account
UPI,83594,N,Invalid Internet Banking Account
Wallet,56991,N,Invalid Internet Banking Account
Internet Banking,18291,Y, 
Wallet,35698,N,Invalid Card
UPI,68769,Y, 
UPI,64650,N,Invalid UPI Account
Card,46776,Y, 
Internet Banking,73982,Y, 
Wallet,12557,N,Invalid Internet Banking Account
Wallet,49821,N,Invalid Card
Wallet,38858,Y, 
Card,29375,N,Invalid CVV
Wallet,44612,Y, 
Card,35357,N,Invalid Internet Banking Account
Card,57235,Y, 
Internet Banking,86303,Y, 
UPI,40803,N,Invalid Internet Banking Account
UPI,36840,Y, 
UPI,93993,Y, 
Internet Banking,21325,Y, 
Wallet,11237,Y, 
Internet Banking,54363,N,Invalid Card
Internet Banking,11586,Y, 
Card,62801,N,Invalid CVV
UPI,55011,Y, 
Internet Banking,17297,N,Invalid Internet Banking Account
Card,54370,N,Invalid Internet Banking Account
UPI,95726,N,Invalid Card
Wallet,82472,Y, 
Internet Banking,83434,Y, 
Internet Banking,65508,Y, 
UPI,52905,N,Invalid Internet Banking Account
Card,31813,N,Invalid CVV
Internet Banking,41728,Y, 
Card,69524,N,Invalid Card
Internet Banking,20707,N,Invalid UPI Account
Wallet,72749,Y, 
Wallet,74572,N,Invalid Card
Card,19163,Y, 
UPI,15944,N,Invalid Card
Internet Banking,91995,N,Invalid Card
UPI,62650,N,Invalid UPI Account
Wallet,25076,Y, 
Card,80014,N,Invalid CVV
UPI,67230,N,Invalid CVV
Wallet,75885,N,Invalid UPI Account
Wallet,94431,Y, 
Internet Banking,12230,N,Invalid CVV
UPI,61221,N,Invalid UPI Account
Card,46997,Y, 
Card,62884,Y, 
Wallet,44882,Y, 
Card,60573,Y, 
UPI,75493,N,Invalid UPI Account
Card,56394,N,Invalid Card
UPI,80357,N,Invalid CVV
Wallet,21516,N,Invalid CVV
Internet Banking,50702,N,Invalid Internet Banking Account
Internet Banking,83892,Y, 
Wallet,59299,N,Invalid CVV
Wallet,91028,Y, 
Internet Banking,87063,N,Invalid Card
UPI,80801,Y, 
Card,62800,N,Invalid CVV
Card,39738,N,Invalid UPI Account
Card,62341,Y, 
UPI,98072,N,Invalid Card
Internet Banking,21492,N,Invalid Internet Banking Account
Card,67443,Y, 
UPI,37192,Y, 
Internet Banking,36712,Y, 
UPI,98964,Y, 
UPI,66351,Y, 
UPI,14431,Y, 
Internet Banking,58815,N,Invalid CVV
Card,34560,Y, 
UPI,32516,N,Invalid Card
UPI,42474,Y, 
Internet Banking,84507,N,Invalid Card
Card,41496,Y, 
Card,32584,N,Invalid CVV
Card,90562,N,Invalid Card
Card,40789,N,Invalid CVV
Card,52969,N,Invalid CVV
Wallet,65247,Y, 
Wallet,68150,N,Invalid Internet Banking Account
UPI,16997,Y, 
Card,82219,N,Invalid Card
Wallet,87319,N,Invalid UPI Account
Wallet,45644,Y, 
UPI,19500,N,Invalid UPI Account
UPI,26381,Y, 
UPI,94106,Y, 
Internet Banking,59962,Y, 
Card,35219,Y, 
Internet Banking,56933,Y, 
UPI,49860,Y, 
Wallet,97154,N,Invalid CVV
Card,38456,N,Invalid Card
Wallet,44685,Y, 
Internet Banking,62132,N,Invalid Card
Card,25910,N,Invalid Internet Banking Account
Internet Banking,70890,N,Invalid CVV
Card,65311,N,Invalid UPI Account
Internet Banking,28659,N,Invalid Internet Banking Account
Card,92803,Y, 
Card,95311,N,Invalid UPI Account
Internet Banking,56475,N,Invalid Card
Card,43769,N,Invalid Card
Wallet,37911,N,Invalid UPI Account
UPI,92267,Y, 
Card,30065,Y, 
Card,52410,Y, 
UPI,96219,N,Invalid Internet Banking Account
UPI,60426,N,Invalid UPI Account
Card,57909,Y, 
UPI,35628,Y, 
UPI,32641,N,Invalid UPI Account
Wallet,75165,N,Invalid Card
UPI,92032,N,Invalid CVV
Wallet,13014,Y, 
Wallet,88740,Y, 
Wallet,87777,N,Invalid Card
Wallet,46853,Y, 
Card,16303,Y, 
Card,79544,N,Invalid CVV
UPI,94554,Y, 
Card,57812,Y, 
Internet Banking,35099,N,Invalid Internet Banking Account
Internet Banking,26670,Y, 
Card,13585,Y, 
UPI,65189,Y, 
UPI,60178,N,Invalid Internet Banking Account
Wallet,89270,Y, 
Card,54553,N,Invalid UPI Account
Wallet,65670,Y, 
Wallet,17093,Y, 
Card,10370,N,Invalid UPI Account
Internet Banking,19131,Y, 
Internet Banking,54041,Y, 
Internet Banking,17591,Y, 
UPI,52057,N,Invalid UPI Account
Card,96043,N,Invalid UPI Account
UPI,99291,N,Invalid Internet Banking Account
UPI,97032,N,Invalid CVV
UPI,77350,Y, 
Internet Banking,30150,Y, 
Card,78028,Y, 
Card,93069,Y, 
Internet Banking,48316,Y, 
Wallet,20399,Y, 
Wallet,70142,N,Invalid Card
Card,42843,N,Invalid CVV
UPI,65367,N,Invalid Internet Banking Account
Wallet,91885,Y, 
Card,96031,N,Invalid UPI Account
UPI,31633,Y, 
Card,46711,Y, 
Internet Banking,36165,Y, 
UPI,58366,N,Invalid Internet Banking Account
Wallet,78717,N,Invalid CVV
Internet Banking,65671,Y, 
Wallet,19285,N,Invalid UPI Account
Internet Banking,96316,Y, 
Card,25585,N,Invalid UPI Account
Internet Banking,70958,Y, 
Card,28025,N,Invalid CVV
UPI,33364,N,Invalid Internet Banking Account
Internet Banking,23725,Y, 
Internet Banking,66435,Y, 
Internet Banking,56810,N,Invalid Card
UPI,84906,Y, 
Internet Banking,91636,Y, 
UPI,17166,N,Invalid Card
UPI,87706,Y, 
Card,27076,Y, 
Card,22036,N,Invalid Card
Wallet,29860,N,Invalid Card
Card,23659,N,Invalid CVV
Wallet,89907,N,Invalid CVV
Wallet,57199,N,Invalid CVV
Card,81474,N,Invalid CVV
Internet Banking,89278,Y, 
Card,80195,N,Invalid CVV
UPI,52709,Y, 
Wallet,87509,N,Invalid Internet Banking Account
Card,33127,Y, 
Wallet,55284,N,Invalid Internet Banking Account
Wallet,67385,Y, 
Internet Banking,90696,N,Invalid UPI Account
Card,64617,Y, 
UPI,69910,N,Invalid Card
Card,90745,N,Invalid Internet Banking Account
Card,48727,Y, 
UPI,29882,Y, 
Internet Banking,29460,Y, 
UPI,93232,Y, 
Internet Banking,95464,N,Invalid Card
UPI,38180,Y, 
UPI,24538,Y, 
Card,51817,Y, 
Card,70045,N,Invalid UPI Account
UPI,22028,N,Invalid Card
UPI,30329,Y, 
UPI,71403,Y, 
UPI,12703,Y, 
UPI,83190,Y, 
Wallet,91320,Y, 
UPI,48399,Y, 
Internet Banking,75684,Y, 
UPI,53833,Y, 
Card,12025,Y, 
Wallet,38347,Y, 
Internet Banking,44884,Y, 
Card,11486,N,Invalid UPI Account
Wallet,53178,N,Invalid UPI Account
Card,33841,Y, 
UPI,78946,N,Invalid Card
UPI,37973,N,Invalid Internet Banking Account
Card,78739,Y, 
Wallet,69975,N,Invalid Internet Banking Account
Internet Banking,88325,Y, 
Internet Banking,63554,N,Invalid CVV
UPI,39923,Y, 
UPI,78791,N,Invalid Card
Wallet,28427,Y, 
Card,91831,N,Invalid CVV
UPI,65593,N,Invalid Internet Banking Account
UPI,61480,Y, 
Card,18114,N,Invalid Card
Card,67661,Y, 
Internet Banking,86955,N,Invalid Card
Card,21011,Y, 
Card,95966,Y, 
Internet Banking,76005,N,Invalid UPI Account
Wallet,73415,Y, 
UPI,88557,N,Invalid Card
UPI,70574,Y, 
Card,46593,N,Invalid Card
UPI,97024,Y, 
Wallet,17487,Y, 
Card,29961,N,Invalid Internet Banking Account
UPI,19671,Y, 
Wallet,13781,Y, 
UPI,77107,N,Invalid CVV
Wallet,20949,N,Invalid Card
Card,71442,N,Invalid Internet Banking Account
UPI,14584,N,Invalid Card
Wallet,40984,Y, 
Card,78919,N,Invalid Internet Banking Account
Card,65056,N,Invalid Card
Card,75034,N,Invalid Internet Banking Account
Wallet,12765,Y, 
Card,67296,N,Invalid Card
Wallet,34977,Y, 
Internet Banking,20723,Y, 
UPI,35666,N,Invalid Internet Banking Account
UPI,26775,Y, 
Internet Banking,35238,N,Invalid Internet Banking Account
UPI,89200,Y, 
UPI,15288,Y, 
Wallet,87787,Y, 
Card,62025,N,Invalid Card
Wallet,57573,N,Invalid Internet Banking Account
Wallet,16478,N,Invalid CVV
Internet Banking,90553,N,Invalid CVV
UPI,56077,N,Invalid UPI Account
Internet Banking,36245,Y, 
Internet Banking,67075,N,Invalid CVV
Card,93294,Y, 
Wallet,91123,N,Invalid Internet Banking Account
UPI,39109,N,Invalid Card
UPI,35041,Y, 
Internet Banking,54031,N,Invalid UPI Account
Internet Banking,21520,N,Invalid CVV
UPI,19113,Y, 
Internet Banking,55377,Y, 
Internet Banking,66054,N,Invalid UPI Account
Wallet,55424,Y, 
UPI,99240,Y, 
Internet Banking,73563,Y, 
UPI,93208,N,Invalid UPI Account
Card,93851,Y, 
Card,92840,N,Invalid CVV
Wallet,86065,N,Invalid Card
Internet Banking,85460,N,Invalid Card
Wallet,62043,Y, 
Internet Banking,94048,N,Invalid CVV
UPI,42331,Y, 
Wallet,99348,Y, 
Card,59940,N,Invalid Internet Banking Account
Wallet,88977,Y, 
Card,91547,N,Invalid CVV
Wallet,80851,Y, 
Card,49811,N,Invalid UPI Account
Card,11022,Y, 
Internet Banking,26514,Y, 
Card,78964,Y, 
Wallet,46230,N,Invalid CVV
Internet Banking,81406,Y, 
Internet Banking,74284,N,Invalid Internet Banking Account
Internet Banking,79034,N,Invalid Internet Banking Account
Internet Banking,83503,Y, 
Wallet,88572,Y, 
Wallet,59234,N,Invalid Internet Banking Account
UPI,38932,N,Invalid Internet Banking Account
Internet Banking,10907,Y, 
UPI,21223,Y, 
Internet Banking,84788,Y, 
UPI,58547,Y, 
Card,16514,Y, 
Wallet,10578,N,Invalid CVV
Wallet,99768,N,Invalid Internet Banking Account
Wallet,35861,N,Invalid UPI Account
Internet Banking,96665,N,Invalid Card
UPI,53623,N,Invalid CVV
UPI,26062,Y, 
Wallet,43972,N,Invalid Card
Wallet,16146,N,Invalid Card
UPI,29647,N,Invalid Internet Banking Account
Wallet,89270,Y, 
Internet Banking,43628,N,Invalid CVV
UPI,31277,N,Invalid Internet Banking Account
Internet Banking,36207,N,Invalid Internet Banking Account
Internet Banking,36324,Y, 
Wallet,30548,Y, 
UPI,41647,N,Invalid UPI Account
UPI,85565,N,Invalid UPI Account
UPI,76506,N,Invalid Card
Card,17225,Y, 
UPI,82047,Y, 
UPI,56836,Y, 
Wallet,64939,Y, 
Card,43308,Y, 
UPI,69715,Y, 
Card,95619,N,Invalid Card
Card,78750,Y, 
Wallet,99664,N,Invalid Internet Banking Account
UPI,63310,N,Invalid CVV
Card,50318,N,Invalid UPI Account
UPI,47495,N,Invalid Internet Banking Account
Internet Banking,90728,N,Invalid Internet Banking Account
Card,87319,N,Invalid CVV
Card,23564,Y, 
Wallet,36361,Y, 
UPI,68453,N,Invalid UPI Account
UPI,38601,N,Invalid Card
Wallet,34411,N,Invalid CVV
Card,72761,N,Invalid Card
Card,25977,N,Invalid Internet Banking Account
Wallet,55232,Y, 
Wallet,76507,N,Invalid Internet Banking Account
Internet Banking,77279,N,Invalid Internet Banking Account
Wallet,52428,N,Invalid Card
UPI,43552,Y, 
Wallet,62146,N,Invalid Card
Wallet,35216,Y, 
Wallet,44092,N,Invalid Card
UPI,95525,N,Invalid Card
UPI,49403,Y, 
Card,41467,N,Invalid Internet Banking Account
UPI,74310,N,Invalid UPI Account
Internet Banking,95161,N,Invalid UPI Account
Internet Banking,97550,Y, 
UPI,42974,Y, 
UPI,48459,Y, 
UPI,65685,Y, 
Internet Banking,34484,Y, 
UPI,75831,Y, 
UPI,89484,Y, 
Wallet,78436,N,Invalid Internet Banking Account
Wallet,90275,N,Invalid UPI Account
Internet Banking,68652,Y, 
Wallet,34562,N,Invalid CVV
Internet Banking,83920,Y, 
Internet Banking,74674,N,Invalid UPI Account
Card,32426,Y, 
UPI,71735,Y, 
Wallet,38980,Y, 
Internet Banking,89822,N,Invalid Internet Banking Account
Wallet,50642,Y, 
Card,89936,Y, 
Wallet,31905,Y, 
Card,63541,N,Invalid UPI Account
Wallet,10720,N,Invalid CVV
Wallet,17796,Y, 
UPI,92238,N,Invalid UPI Account
Internet Banking,17294,N,Invalid CVV
Internet Banking,85711,Y, 
Card,18827,N,Invalid UPI Account
Wallet,60355,N,Invalid Card
Wallet,13099,Y, 
Internet Banking,83879,N,Invalid Internet Banking Account
Card,83888,N,Invalid Internet Banking Account
Card,14193,Y, 
Wallet,27699,N,Invalid Card
Internet Banking,40211,Y, 
UPI,18999,Y, 
UPI,23620,N,Invalid CVV
Internet Banking,82227,Y, 
Wallet,54079,Y, 
Internet Banking,14386,Y, 
Internet Banking,35833,Y, 
Internet Banking,65463,Y, 
Wallet,73887,N,Invalid UPI Account
Wallet,95385,Y, 
Wallet,66176,Y, 
Internet Banking,40003,N,Invalid CVV
UPI,19596,Y, 
Card,76618,Y, 
UPI,51254,N,Invalid Internet Banking Account
Wallet,54915,N,Invalid CVV
Wallet,85955,Y, 
Internet Banking,27599,N,Invalid CVV
Card,83781,N,Invalid Internet Banking Account
Wallet,96002,Y, 
Internet Banking,22290,Y, 
Card,22328,Y, 
UPI,14771,N,Invalid Internet Banking Account
UPI,77257,Y, 
Card,24451,Y, 
Wallet,91917,Y, 
Card,13615,Y, 
Wallet,68210,N,Invalid UPI Account
Card,16450,N,Invalid CVV
Internet Banking,67155,Y, 
Card,52943,N,Invalid CVV
Card,55501,Y, 
Wallet,56395,N,Invalid UPI Account
Wallet,11639,Y, 
Wallet,85367,N,Invalid UPI Account
Card,38969,Y, 
Internet Banking,16515,Y, 
Card,97551,Y, 
UPI,23681,N,Invalid Internet Banking Account
Wallet,37674,Y, 
Card,26847,Y, 
Internet Banking,26644,Y, 
UPI,43487,N,Invalid Internet Banking Account
UPI,28461,N,Invalid Card
Wallet,52635,Y, 
Card,22311,Y, 
Wallet,17844,Y, 
UPI,42411,Y, 
UPI,30278,N,Invalid CVV
UPI,81995,N,Invalid Internet Banking Account
Card,22879,Y, 
Wallet,69831,N,Invalid Card
Wallet,57587,Y, 
Wallet,34775,N,Invalid Internet Banking Account
Internet Banking,12247,N,Invalid Internet Banking Account
Card,96590,Y, 
Card,14515,Y, 
Wallet,77539,N,Invalid Card
Internet Banking,99674,N,Invalid UPI Account
Card,84426,Y, 
UPI,99933,Y, 
Card,14615,N,Invalid UPI Account
Card,48517,Y, 
UPI,47412,Y, 
Internet Banking,64971,N,Invalid Internet Banking Account
Internet Banking,27461,N,Invalid Internet Banking Account
Wallet,11954,N,Invalid CVV
UPI,35991,N,Invalid CVV
Wallet,50436,Y, 
UPI,78346,N,Invalid Internet Banking Account
Card,62335,N,Invalid CVV
Wallet,19998,N,Invalid Internet Banking Account
UPI,27596,Y, 
Card,73200,N,Invalid UPI Account
Card,32721,N,Invalid Internet Banking Account
UPI,59367,Y, 
Card,59756,N,Invalid Card
Internet Banking,86343,N,Invalid Internet Banking Account
Card,38771,Y, 
Card,42115,Y, 
UPI,36699,Y, 
Internet Banking,77728,Y, 
Card,86506,Y, 
Internet Banking,76353,N,Invalid Internet Banking Account
Wallet,13962,Y, 
Wallet,46534,Y, 
Internet Banking,95503,N,Invalid UPI Account
Card,19889,N,Invalid CVV
UPI,59199,N,Invalid CVV
UPI,83562,Y, 
Card,18792,Y, 
Wallet,78979,N,Invalid CVV
UPI,93563,Y, 
UPI,42280,N,Invalid Internet Banking Account
Internet Banking,99966,Y, 
UPI,13983,Y, 
Card,29939,Y, 
UPI,76067,Y, 
Wallet,83068,N,Invalid Internet Banking Account
Internet Banking,47207,N,Invalid Card
UPI,80913,N,Invalid Card
Internet Banking,25015,N,Invalid CVV
UPI,17347,N,Invalid CVV
Internet Banking,61120,N,Invalid CVV
Card,53378,Y, 
UPI,66228,Y, 
Wallet,15891,Y, 
Card,68939,N,Invalid CVV
Wallet,89315,N,Invalid CVV
UPI,72658,Y, 
Internet Banking,28418,N,Invalid Internet Banking Account
Card,55830,Y, 
Card,14221,N,Invalid CVV
Internet Banking,70390,N,Invalid UPI Account
UPI,38244,N,Invalid Internet Banking Account
Card,46357,Y, 
UPI,98377,N,Invalid UPI Account
